"id","title","status","media_type","duration","publish_date","tags","custom_parameters","created_at","updated_at"
"jFk0k5kU","Steven Furtick - He Was The One (Part 2)","ready","video",1649.9420166015625,"2024-04-05 19:00:00.000","[""steven furtick"",""Faith"",""Trust God"",""Purpose"",""Relationships"",""Relationship with God"",""Faithfulness"",""Religion"",""Judgement"",""Thankfulness"",""Episode"",""inActive"",""seriesId_mT4Z2qko"",""2 Kings 14:22""]","{""rating"":""TV-G"",""language"":""English"",""networks"":""TBN"",""TBNmediaId"":""HD-SF241406"",""programName"":""Steven Furtick"",""publishDate"":""April 04, 2024"",""seasonNumber"":""24"",""episodeNumber"":""101"",""seasonEpisode"":""S24:E101"",""biblicalPeople"":""David"",""watchButtonLabel"":""Start Watching""}","2024-04-06 17:07:51.000","2024-04-06 17:47:40.000"
"5onkPZmY","Centerpoint - January 17, 2024","ready","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 09:34:31.000","2024-02-23 09:35:07.000"
"xOr2kDE3","Centerpoint - January 17, 2024","processing","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 09:33:31.000","2024-02-23 09:33:41.000"
"9iTaoXzA","Centerpoint - January 17, 2024","ready","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 09:33:01.000","2024-02-23 09:33:10.000"
"03E05omi","A Mental Battle Part 2","ready","video",1649.030029296875,"2021-04-13 14:30:00.000","[""Church"",""Gospel"",""Christianity"",""Religion"",""Truth"",""Political Correctness"",""Witness/Witnessing"",""Word of God"",""Episode"",""seriesId_hLcMwpxT"",""Allen Jackson Ministries"",""Allen Jackson"",""Courage"",""John 1:1"",""Acts 15:6-20""]","{""hqme"":""true"",""rating"":""TV-G"",""networks"":""TBN"",""revShare"":""false"",""share_url"":""https://share.tbn.org/GHTv/jx9ms3b4"",""TBNmediaId"":""HD-IAJ211503"",""programName"":""Allen Jackson Ministries"",""releaseDate"":""2021-04-07T14:23:00Z"",""seasonNumber"":""21"",""episodeNumber"":""84"",""collectionSortField"":""TBN_OriginalAirDate"",""collectionSortOrder"":""1"",""requiresSubscription"":""true""}","2021-09-20 18:55:43.000","2023-01-04 17:30:01.000"
"F5GluNDa","Centerpoint - January 17, 2024","ready","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 09:32:31.000","2024-02-23 09:32:39.000"
"44czCPU0","Centerpoint - January 17, 2024","ready","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 09:31:01.000","2024-02-23 09:31:12.000"
"3101Ou5C","Centerpoint - January 17, 2024","ready","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 09:30:31.000","2024-02-23 09:30:42.000"
"BDhQkKds","The Beginning of Atonement","ready","video",1649.9849853515625,"2023-07-13 10:30:00.000","[""Salvation"",""Love of God"",""Forgiveness"",""Grace"",""Religion"",""Jesus"",""Law"",""Sin"",""Episode"",""seriesId_rHsI6BKn"",""Robert Morris"",""Pastor Robert Morris Ministries"",""Mercy"",""Blood of Jesus"",""Atonement"","" 21"",""Genesis 6:14"",""Leviticus 16:21-22"",""Psalm 103:12"",""Romans 3:25"",""James 1:20"",""Psalm 7:11"","" 3:7""]","{""hqme"":""true"",""rating"":""TV-G"",""language"":""English"",""networks"":""TBN"",""revShare"":""false"",""TBNmediaId"":""HD-PRMM232804"",""programName"":""Pastor Robert Morris Ministries"",""publishDate"":""July 07, 2023"",""releaseDate"":""January 01, 1900"",""releaseYear"":""1900"",""seasonNumber"":""23"",""episodeNumber"":""167"",""seasonEpisode"":""S23:E167"",""watchButtonLabel"":""Start Watching"",""collectionSortField"":""TBN_OriginalAirDate"",""collectionSortOrder"":""1"",""requiresSubscription"":""true""}","2022-12-05 20:45:01.000","2023-11-12 04:02:09.000"
"MoKGbVmS","IDF Forces Taking Control in Gaza: July 1, 2024 | Boots on the Ground","ready","video",934.5280151367188,"2024-07-01 21:10:00.000","[""Episode"",""seriesId_qnXBrCnp"",""TBN Israel""]","{""hqme"":""true"",""rating"":""TV-G"",""networks"":""TBN"",""revShare"":""false"",""TBNmediaId"":"""",""contentType"":""episode"",""programName"":""TBN Israel"",""seasonNumber"":"""",""episodeNumber"":"""",""seasonEpisode"":"""",""transactionId"":""c5291de9-cb75-49fe-ad7d-0593e7b02e63"",""preview_playback"":""https://cdn.jwplayer.com/manifests/MoKGbVmS.m3u8"",""watchButtonLabel"":""Watch Now"",""requiresSubscription"":""true""}","2024-07-02 21:20:44.107","2024-09-18 20:34:51.000"
"UFo9mkT0","Centerpoint - January 17, 2024","ready","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 09:29:31.000","2024-02-23 09:29:41.000"
"sUabyc0w","The Word Became Flesh - December 29, 2021","ready","video",1650.030029296875,"2021-12-29 11:30:00.000","[""Faith"",""Prayer"",""Religion"",""Words we Speak"",""Word of God"",""Episode"",""seriesId_U55yRWVl"",""Andrew Wommack: Gospel Truth"",""Andrew Wommack"",""Boldness"",""1 Peter 1:23"",""Acts 3:6"",""Healing Power"",""Mark 11:14-20"",""Matthew 21:19""]","{""hqme"":""true"",""rating"":""TV-G"",""networks"":""TBN"",""revShare"":""false"",""share_url"":""https://share.tbn.org/GHTv/0hk11qnd"",""TBNmediaId"":""HD-AWGT211229"",""programName"":""Andrew Wommack: Gospel Truth"",""releaseDate"":""1900-01-01T00:00:00Z"",""seasonNumber"":""21"",""episodeNumber"":""234"",""collectionSortField"":""TBN_OriginalAirDate"",""collectionSortOrder"":""1"",""requiresSubscription"":""true""}","2022-01-03 20:20:23.000","2023-01-04 21:12:00.000"
"CrE3japO","Israel Keys, Prolific Serial Killer: Are There More Bodies? | Crime Stories With Nancy Grace","ready","video",2578.902099609375,"2024-07-26 22:00:00.000","[""Episode"",""Victim"",""Television"",""Media"",""Trials-Hard Times"",""Death"",""Injustice"",""Crime Stories with Nancy Grace"",""Crime"",""Accountability"",""Murder"",""seriesId_eAzd5bqW"",""Nancy Grace"",""Grief"",""Struggle""]","{""cast"":"""",""director"":"""",""networks"":""MSM"",""revShare"":"""",""share_url"":""https://app.meritplus.com/Ejbe/u3uhj6qf"",""TBNmediaId"":""MS-NGCS24-0726"",""contentType"":""Episode"",""programName"":""Crime Stories with Nancy Grace"",""seasonNumber"":""2"",""episodeNumber"":""81"",""seasonEpisode"":""S2 E81"",""transactionId"":""3a0cfa9d-4abd-4e42-874f-2f84fd18fb36"",""jwplayerSeriesId"":"""",""preview_playback"":""https://cdn.jwplayer.com/manifests/CrE3japO.m3u8""}","2024-07-26 21:20:46.645","2024-08-16 22:02:24.000"
"H8oMudfQ","September 16, 2024 | Morning On Merit Street","ready","video",5435.626953125,"2024-09-16 12:00:00.000","[""American History"",""Education"",""Episode"",""World History"",""War"",""News"",""Morning on Merit Street"",""Television"",""Truth"",""Israel"",""Media"",""Fear"",""Kids"",""Crime"",""seriesId_jryHEWXj"",""Celebrity"",""Sports"",""Dominique Sachse"",""Talk Show;News"",""Lifestyle"",""Athlete""]","{""cast"":"""",""director"":"""",""networks"":""MSM"",""revShare"":"""",""share_url"":""https://app.meritplus.com/Ejbe/6klmfrq2"",""TBNmediaId"":""MS-MNML24-0916"",""contentType"":""Episode"",""programName"":""Morning On Merit Street"",""transactionId"":""a88484df-3e33-4747-8ac4-f7ed84720b93"",""jwplayerSeriesId"":"""",""preview_playback"":""https://cdn.jwplayer.com/manifests/H8oMudfQ.m3u8""}","2024-09-17 18:24:44.943","2024-09-23 17:12:49.000"
"NbmHJEYd","Unleash the Beast 2020: Arlington | Highlight Show","ready","video",2892.202880859375,"2024-10-30 00:53:00.000","[""Unleash The Beast"",""UTB"",""PBR"",""Bull-Riding"",""Cowboy"",""Extreme Sports"",""Professional Bull Riding"",""Western Athletes"",""Western Lifestyle"",""Western Sports"",""2020"",""Premier Series"",""Highlight show"",""Let 'Er Buck"",""Pendleton Whisky"",""seriesId_VhSQDaHl"",""FIDO""]","{""cast"":"""",""director"":"""",""networks"":""PBR"",""revShare"":"""",""TBNmediaId"":""F7ADA37B"",""programName"":""2020-TSN- Leter Buck Pendleton Whiskey"",""seasonNumber"":""2020"",""transactionId"":""06baba2a-045b-40b7-9235-09619140bd48"",""preview_playback"":""https://cdn.jwplayer.com/manifests/NbmHJEYd.m3u8""}","2024-10-29 19:27:43.129","2024-11-18 22:02:19.000"
"crul5d19","The Day The Earth Stood Still","ready","video",5514.837890625,"2023-10-07 22:00:00.000","[""Science"",""Movie"",""Drama"",""inActive"",""Classic"",""seriesId_"",""Movies/Film"",""PositiveMovie"",""Hugh Marlowe"",""Michael Rennie"",""Patricia Neal"",""Sci-Fi"",""The Day The Earth Stood Still""]","{""cast"":""Michael Rennie, Patricia Neal, Hugh Marlowe"",""genre"":""Classic • Drama"",""rating"":""G"",""language"":""English"",""networks"":""Positiv"",""TBNmediaId"":""HD-PMC0491"",""programName"":""The Day The Earth Stood Still"",""publishDate"":""October 10, 2023"",""seasonEpisode"":""S"",""watchButtonLabel"":""Start Watching""}","2024-03-04 23:31:20.000","2024-03-05 00:24:25.000"
"eOvyEEMW","The News on Merit Street - April 3, 2024","ready","video",3600.010986328125,"2024-04-03 23:00:00.000","[""The News on Merit Street"",""seriesId_UgU5yi03""]","{""VCH.ID"":""293874c0-4b19-4c7e-b016-a67ebba29608"",""VCH.DRM"":""False"",""VCH.EventState"":""VOD_PUBLIC"",""VCH.ScheduledEnd"":""2024-04-04T00:00:00Z"",""VCH.ScheduledStart"":""2024-04-03T23:00:00Z""}","2024-04-04 00:04:59.000","2024-04-04 00:49:31.000"
"HfOKVr20","Stranger Story II","ready","video",5007.4248046875,"2023-10-04 05:00:00.000","[""Faith"",""Government"",""Politics"",""Movie"",""Drama"",""inActive"",""seriesId_"",""Movies/Film"",""Abortion"",""PositiveMovie"",""Jefferson Moore"",""Melissa Combs"",""Stranger Story II"",""Tom Luce""]","{""cast"":""Melissa Combs, Tom Luce, Jefferson Moore"",""genre"":""Drama"",""rating"":""NR"",""language"":""English"",""networks"":""Positiv"",""TBNmediaId"":""HD-PMC0521"",""programName"":""Stranger Story II"",""publishDate"":""October 10, 2023"",""seasonEpisode"":""S"",""watchButtonLabel"":""Start Watching""}","2024-03-02 01:58:28.000","2024-03-02 03:53:44.000"
"dEsjEFpD","God Sees You","ready","video",1650.030029296875,"2021-12-27 23:30:00.000","[""Hope"",""Purpose"",""Love of God"",""Religion"",""Episode"",""Talk Show"",""seriesId_XJ1xIys7"",""Presence of God"",""Names of God"",""Need"",""Jewish Voice with Jonathan Bernis"",""Jonathan Bernis"",""Ezra Benjamin"",""Genesis 16"",""Exodus 33:18"",""Proverbs 15:3"",""Deuteronomy 4:35""]","{""hqme"":""true"",""rating"":""TV-G"",""networks"":""TBN"",""revShare"":""false"",""prayerFor"":""Deliverance"",""share_url"":""https://share.tbn.org/GHTv/pu9lo6hd"",""TBNmediaId"":""HD-JBJV2152"",""programName"":""Jewish Voice with Jonathan Bernis"",""releaseDate"":""1900-01-01T00:00:00Z"",""seasonNumber"":""1"",""episodeNumber"":""588"",""collectionSortField"":""TBN_OriginalAirDate"",""collectionSortOrder"":""1"",""requiresSubscription"":""true""}","2022-01-03 22:48:43.000","2023-01-04 09:25:14.000"
"A1K5fsIW","Centerpoint - January 17, 2024","ready","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 09:28:31.000","2024-02-23 09:28:40.000"
"tsPJRHzu","Chicago Treasure","ready","video",1380.02001953125,"2021-04-27 20:30:00.000","[""Israel"",""World History"",""Religion"",""History"",""Bible History"",""Promise Land"",""Archaeology"",""Biblical Artifacts"",""Episode"",""seriesId_25Pe6J71"",""Jim Scudder"","" Jr.: InGrace"","" Jr."",""John 3:16"",""Luke 15"",""Scott Stripling"",""2 Corinthians 4:7""]","{""hqme"":""true"",""rating"":""TV-G"",""networks"":""TBN"",""share_url"":""https://share.tbn.org/GHTv/jpalnmp8"",""TBNmediaId"":""HD-JSIG0117"",""programName"":""Jim Scudder,  Jr.: InGrace"",""releaseDate"":""2021-04-22T14:48:00Z"",""seasonNumber"":""3"",""episodeNumber"":""117"",""collectionSortField"":""TBN_OriginalAirDate"",""collectionSortOrder"":""1"",""requiresSubscription"":""true""}","2021-09-19 14:28:43.000","2023-01-04 18:24:19.000"
"5ibKsTUU","Test feed","ready","video",0,"2024-01-31 15:28:00.000","[""seriesId_yryv16ln""]","{""programName"":""Test feed"",""transactionId"":""28d1cf24-7d51-44bb-b77e-8321f8f0adc6""}","2024-02-05 19:42:52.000","2024-02-05 19:42:53.000"
